trial_idx,dev_time,trial_len,dev_speaker,dev_direction,right_switches_1,right_switches_2,right_switches_3,left_switches_1,left_switches_2,left_switches_3,left_switches_4,left_switches_5,direction_timing,dev_timer,block_type,trial_order,is_dev,sbj_answer,perf,saliency,is_sal,is_sal_sbjs,is_saldev,is_ctrl,sid,exp_id,condition,switch_index,switch_distance,time_bin,target_bin,target_time_label,time_bin_mean
19,3.68902494331066,7.76707482993197,1,right,2.25,5.1,,1.05,3.45,3.9,6.3,,1.43902494331066,0.474956791853513,object,19,1,0,miss,-32.8260561548324,1,1,1,0,78,13,object,1,1.43902494331066,"Q27: [1.4229, 1.59973)","Q2: [3.60512, 7.68295]",late,1.5113151927437651
48,0.0,8.13859410430839,-1,none,,,,,,,,,-1.0,0.0,object,20,0,0,reject,-1.1961032809446,0,0,0,1,78,13,object,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
41,0.0,8.51011337868481,-1,none,,,,,,,,,-1.0,0.0,object,21,0,0,reject,3.34362464675949,1,1,0,1,78,13,object,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
2,7.34770975056689,9.09061224489796,1,left,2.45,5.95,,1.25,3.65,4.75,7.15,,0.197709750566893,0.808274465197957,object,22,1,1,hit,-42.5475851710968,1,1,1,0,78,13,object,4,0.19770975056688922,"Q17: [0.144739, 0.224308)","Q2: [3.60512, 7.68295]",late,0.16259637188208598
38,6.5275283446712,8.57977324263039,2,right,3.3,6.0,,2.1,4.5,4.8,7.2,,0.527528344671202,0.760804296346414,object,23,0,1,false,-3.66574357022268,1,1,0,0,78,13,object,2,0.5275283446712002,"Q20: [0.526893, 0.648594)","Q2: [3.60512, 7.68295]",late,0.5104308390022669
8,6.85160997732426,8.49850340136054,1,left,2.7,6.2,,1.5,3.9,5.0,7.4,,-0.548390022675737,0.806213712431694,object,24,1,1,hit,4.46276980758858,0,0,0,1,78,13,object,3,1.8516099773242596,"Q7: [-0.54839, -0.459637)","Q2: [3.60512, 7.68295]",late,-0.5682766439909295
28,2.88439909297052,6.9427664399093,1,right,2.2,4.65,,1.0,3.4,3.45,5.85,,0.684399092970521,0.415453856605351,object,25,1,1,hit,2.94544440736211,0,0,0,1,78,13,object,1,0.6843990929705197,"Q22: [0.684399, 0.83898)","Q1: [0.0, 3.60512)",early,0.7419274376417235
22,3.32621315192744,6.47836734693878,1,right,2.95,,,1.75,,,,,0.376213151927438,0.513433859767025,object,26,1,1,hit,-1.63737487960126,1,1,1,0,78,13,object,1,0.37621315192743987,"Q19: [0.376213, 0.526893)","Q1: [0.0, 3.60512)",early,0.3919160997732425
15,3.23224489795918,8.39401360544218,2,left,2.35,4.95,,1.15,3.55,3.75,6.15,,-0.317755102040816,0.385065482365145,object,27,0,0,reject,0.449035375880664,0,1,0,0,78,13,object,1,2.08224489795918,"Q10: [-0.317755, -0.2361)","Q1: [0.0, 3.60512)",early,-0.3413832199546485
46,0.0,8.13859410430839,-1,none,,,,,,,,,-1.0,0.0,object,28,0,0,reject,0.0170535759296107,1,1,0,1,78,13,object,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
3,5.86512471655329,8.57977324263039,1,left,2.3,4.85,,1.1,3.5,3.65,6.05,,-0.184875283446712,0.683599035859269,object,29,1,1,hit,-2.51851350474994,1,1,1,0,78,13,object,3,2.2151247165532904,"Q12: [-0.201587, -0.125261)","Q2: [3.60512, 7.68295]",late,-0.20645124716553298
50,0.0,8.39401360544218,-1,none,,,,,,,,,-1.0,0.0,object,30,0,0,reject,-2.01741278960024,0,0,0,1,78,13,object,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
25,3.49473922902494,6.52480725623583,1,right,3.35,,,2.15,,,,,0.144739229024943,0.535608040480427,object,31,1,1,hit,0.136319264613059,0,0,0,1,78,13,object,1,0.14473922902493985,"Q17: [0.144739, 0.224308)","Q1: [0.0, 3.60512)",early,0.16259637188208598
6,6.32607709750567,8.51011337868481,1,left,2.4,5.25,,1.2,3.6,4.05,6.45,,-0.123922902494331,0.743359907912688,object,32,1,1,hit,-41.3207494491832,1,1,1,0,78,13,object,3,2.27607709750567,"Q13: [-0.125261, -0.0822222)","Q2: [3.60512, 7.68295]",late,-0.1543990929705215
32,1.18730158730159,7.08208616780045,2,right,2.35,4.8,,1.15,3.55,3.6,6.0,,1.18730158730159,0.16764856557377,object,33,0,1,false,-9.66207425576198,1,1,0,0,78,13,object,,,"Q25: [1.1873, 1.32512)","Q1: [0.0, 3.60512)",early,1.25621315192744
49,0.0,8.13859410430839,-1,none,,,,,,,,,-1.0,0.0,object,34,0,0,reject,-0.95202843669933,0,0,0,1,78,13,object,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
21,3.45818594104308,6.32743764172336,1,right,3.1,,,1.9,,,,,0.358185941043084,0.546538130733945,object,35,1,1,hit,5.18588948479685,0,0,0,1,78,13,object,1,0.3581859410430801,"Q18: [0.224308, 0.376213)","Q1: [0.0, 3.60512)",early,0.2779478458049885
9,6.87124716553288,8.49850340136054,1,left,3.8,6.25,,2.6,5.0,5.05,7.45,,-0.57875283446712,0.80852437670765,object,36,1,0,miss,-6.17084663508508,1,1,1,0,78,13,object,3,1.8212471655328804,"Q6: [-0.677587, -0.54839)","Q2: [3.60512, 7.68295]",late,-0.794081632653061
12,3.60575963718821,8.44045351473923,2,left,2.4,5.4,,1.2,3.6,4.2,6.6,,0.00575963718820915,0.427199750687758,object,37,0,1,false,-1.24510944101104,1,1,0,0,78,13,object,2,0.005759637188210043,"Q15: [0.00575964, 0.112245)","Q2: [3.60512, 7.68295]",late,-0.0233333333333334
16,3.54521541950113,8.27791383219955,1,right,2.95,5.5,,1.75,4.15,4.3,6.7,,0.595215419501133,0.428274018232819,object,38,1,0,miss,-1.41663586593331,1,1,1,0,78,13,object,1,0.5952154195011299,"Q20: [0.526893, 0.648594)","Q1: [0.0, 3.60512)",early,0.5104308390022669
13,3.66263038548753,8.13859410430839,2,left,3.0,5.8,,1.8,4.2,4.6,7.0,,-0.537369614512472,0.450032319900143,object,39,0,1,false,0.778799481481935,0,0,0,0,78,13,object,1,1.86263038548753,"Q7: [-0.54839, -0.459637)","Q2: [3.60512, 7.68295]",late,-0.5682766439909295
7,6.81519274376417,9.09061224489796,1,left,2.95,5.8,,1.75,4.15,4.6,7.0,,-0.184807256235827,0.749695681673052,object,40,1,1,hit,-0.0124864097242092,0,0,0,1,78,13,object,3,2.2151927437641703,"Q12: [-0.201587, -0.125261)","Q2: [3.60512, 7.68295]",late,-0.20645124716553298
27,3.87532879818594,7.40716553287982,1,right,2.2,4.85,,1.0,3.4,3.65,6.05,,1.67532879818594,0.523186471394984,object,41,1,0,miss,-1.82776766365504,1,1,1,0,78,13,object,1,1.67532879818594,"Q28: [1.59973, 1.8893)","Q2: [3.60512, 7.68295]",late,1.7445124716553302
1,6.4756462585034,9.55501133786848,1,left,2.3,4.85,8.4,1.1,3.5,3.65,6.05,7.2,0.425646258503401,0.677722509113001,object,42,1,1,hit,-0.819571441975148,0,0,0,1,78,13,object,4,0.42564625850340043,"Q19: [0.376213, 0.526893)","Q2: [3.60512, 7.68295]",late,0.3919160997732425
33,1.40430839002268,7.30267573696145,2,right,2.5,4.95,,1.3,3.7,3.75,6.15,,1.40430839002268,0.192300526629571,object,43,0,0,reject,-1.4170336039154,1,1,0,0,78,13,object,,,"Q26: [1.32512, 1.4229)","Q1: [0.0, 3.60512)",early,1.37401360544218
20,3.22430839002268,6.55963718820862,1,right,3.0,,,1.8,,,,,0.224308390022676,0.491537610619469,object,44,1,1,hit,-2.51827903335647,1,1,1,0,78,13,object,1,0.2243083900226801,"Q18: [0.224308, 0.376213)","Q1: [0.0, 3.60512)",early,0.2779478458049885
47,0.0,8.44045351473923,-1,none,,,,,,,,,-1.0,0.0,object,45,0,0,reject,1.8855456451613,1,1,0,1,78,13,object,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
23,4.2892970521542,7.44199546485261,1,right,2.4,5.1,,1.2,3.6,3.9,6.3,,1.8892970521542,0.576363835803432,object,46,1,1,hit,5.24539153298002,0,0,0,1,78,13,object,1,1.8892970521542005,"Q29: [1.8893, 2.53556]","Q2: [3.60512, 7.68295]",late,2.2124263038548797
36,7.23555555555556,9.55501133786848,2,right,2.2,4.8,8.4,1.0,3.4,3.6,6.0,7.2,2.43555555555556,0.757252430133657,object,47,0,0,reject,32.1642715154915,0,0,0,0,78,13,object,2,2.4355555555555606,"Q29: [1.8893, 2.53556]","Q2: [3.60512, 7.68295]",late,2.2124263038548797
14,3.38458049886621,8.13859410430839,2,left,2.5,5.0,,1.3,3.7,3.8,6.2,,-0.315419501133787,0.415867956490727,object,48,0,1,false,3.34455696829269,0,1,0,0,78,13,object,1,2.0845804988662096,"Q10: [-0.317755, -0.2361)","Q1: [0.0, 3.60512)",early,-0.3413832199546485
40,7.23555555555556,9.2647619047619,2,right,2.2,4.7,8.2,1.0,3.4,3.5,5.9,7.0,2.53555555555556,0.780975877192983,object,49,0,0,reject,-0.909481279480309,1,1,0,0,78,13,object,2,2.5355555555555602,"Q29: [1.8893, 2.53556]","Q2: [3.60512, 7.68295]",late,2.2124263038548797
18,3.60512471655329,7.94122448979592,1,right,2.65,5.7,,1.45,3.85,4.5,6.9,,0.955124716553288,0.453975922880117,object,50,1,1,hit,2.41182575598534,0,0,0,1,78,13,object,1,0.9551247165532901,"Q23: [0.83898, 0.972902)","Q2: [3.60512, 7.68295]",late,0.8851587301587305
14,3.38458049886621,8.13859410430839,2,left,2.5,5.75,,1.3,3.7,4.55,6.95,,-0.315419501133787,0.415867956490727,test,1,1,1,hit,3.34455696829269,0,1,0,1,26,14,global,1,2.0845804988662096,"Q10: [-0.317755, -0.2361)","Q1: [0.0, 3.60512)",early,-0.3413832199546485
21,3.45818594104308,6.32743764172336,1,right,3.35,,,2.15,,,,,0.108185941043084,0.546538130733945,test,2,1,0,miss,5.18588948479685,0,0,0,1,26,14,global,1,0.1081859410430801,"Q15: [0.00575964, 0.112245)","Q1: [0.0, 3.60512)",early,-0.0233333333333334
26,3.69718820861678,6.60607709750567,1,right,3.85,,,2.65,,,,,-0.15281179138322,0.559664707820738,test,3,1,1,hit,-19.1256288692285,1,1,1,0,26,14,global,,,"Q12: [-0.201587, -0.125261)","Q2: [3.60512, 7.68295]",late,-0.20645124716553298
17,2.89859410430839,8.20825396825397,1,right,2.25,4.8,,1.05,3.45,3.6,6.0,,0.64859410430839,0.353131630127298,test,4,1,0,miss,-5.40463872007331,1,1,1,0,26,14,global,1,0.64859410430839,"Q21: [0.648594, 0.684399)","Q1: [0.0, 3.60512)",early,0.6319387755102035
24,3.49351473922902,7.58131519274376,1,right,2.25,4.8,,1.05,3.45,3.6,6.0,,1.24351473922902,0.460805895865237,test,5,1,1,hit,-2.38442069982057,1,1,1,0,26,14,global,1,1.24351473922902,"Q25: [1.1873, 1.32512)","Q1: [0.0, 3.60512)",early,1.25621315192744
1,6.4756462585034,9.55501133786848,1,left,2.35,4.8,8.35,1.15,3.55,3.6,6.0,7.15,0.475646258503401,0.677722509113001,test,6,1,1,hit,-0.819571441975148,0,0,0,1,26,14,global,4,0.47564625850340025,"Q19: [0.376213, 0.526893)","Q2: [3.60512, 7.68295]",late,0.3919160997732425
23,3.13111111111111,7.44199546485261,1,right,2.2,4.6,,1.0,3.4,3.4,5.8,,0.931111111111111,0.420735423166927,test,7,1,1,hit,5.24539153298002,0,0,0,1,26,14,global,1,0.9311111111111097,"Q23: [0.83898, 0.972902)","Q1: [0.0, 3.60512)",early,0.8851587301587305
3,7.0184126984127,8.57977324263039,1,left,3.15,5.75,,1.95,4.35,4.55,6.95,,0.0684126984126978,0.818018437077131,test,8,1,1,hit,-2.51851350474994,1,1,1,0,26,14,global,4,0.06841269841269959,"Q15: [0.00575964, 0.112245)","Q2: [3.60512, 7.68295]",late,-0.0233333333333334
47,0.0,8.44045351473923,-1,none,,,,,,,,,-1.0,0.0,test,9,0,1,false,1.8855456451613,1,1,1,0,26,14,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
31,1.32512471655329,7.08208616780045,2,right,2.2,4.7,,1.0,3.4,3.5,5.9,,1.32512471655329,0.187109375,test,10,1,0,miss,6.08597992747564,0,0,0,1,26,14,global,,,"Q26: [1.32512, 1.4229)","Q1: [0.0, 3.60512)",early,1.37401360544218
16,3.55455782312925,8.27791383219955,1,right,3.0,5.95,,1.8,4.2,4.75,7.15,,0.554557823129252,0.429402612201964,test,11,1,1,hit,-1.41663586593331,1,1,1,0,26,14,global,1,0.5545578231292501,"Q20: [0.526893, 0.648594)","Q1: [0.0, 3.60512)",early,0.5104308390022669
43,0.0,8.49850340136054,-1,none,,,,,,,,,-1.0,0.0,test,12,0,0,reject,3.07164204824706,1,1,1,0,26,14,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
37,7.42290249433107,9.09061224489796,2,right,2.95,6.85,,1.75,4.15,5.65,8.05,,0.572902494331066,0.816545937100894,test,13,1,1,hit,-12.3507079740671,1,1,1,0,26,14,global,2,0.5729024943310703,"Q20: [0.526893, 0.648594)","Q2: [3.60512, 7.68295]",late,0.5104308390022669
13,3.38458049886621,8.13859410430839,2,left,2.4,5.45,,1.2,3.6,4.25,6.65,,-0.215419501133786,0.415867956490727,test,14,1,1,hit,0.778799481481935,0,0,0,1,26,14,global,1,2.18458049886621,"Q11: [-0.2361, -0.201587)","Q1: [0.0, 3.60512)",early,-0.2717233560090705
46,0.0,8.13859410430839,-1,none,,,,,,,,,-1.0,0.0,test,15,0,0,reject,0.0170535759296107,1,1,1,0,26,14,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
49,0.0,8.13859410430839,-1,none,,,,,,,,,-1.0,0.0,test,16,0,0,reject,-0.95202843669933,0,0,0,1,26,14,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
11,3.66263038548753,8.13859410430839,2,left,2.95,5.7,,1.75,4.15,4.5,6.9,,-0.487369614512472,0.450032319900143,test,17,1,1,hit,-3.46095182428514,1,1,1,0,26,14,global,1,1.91263038548753,"Q7: [-0.54839, -0.459637)","Q2: [3.60512, 7.68295]",late,-0.5682766439909295
18,3.60512471655329,7.94122448979592,1,right,2.6,5.4,,1.4,3.8,4.2,6.6,,1.00512471655329,0.453975922880117,test,18,1,1,hit,2.41182575598534,0,0,0,1,26,14,global,1,1.00512471655329,"Q24: [0.972902, 1.1873)","Q2: [3.60512, 7.68295]",late,1.071213151927439
48,0.0,8.13859410430839,-1,none,,,,,,,,,-1.0,0.0,test,19,0,0,reject,-1.1961032809446,0,0,0,1,26,14,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
38,1.59927437641723,8.57977324263039,2,right,2.7,5.25,,1.5,3.9,4.05,6.45,,1.59927437641723,0.186400541271989,test,20,1,1,hit,-3.66574357022268,1,1,1,0,26,14,global,,,"Q27: [1.4229, 1.59973)","Q1: [0.0, 3.60512)",early,1.5113151927437651
8,6.75301587301587,8.49850340136054,1,left,3.45,6.15,,2.25,4.65,4.95,7.35,,-0.596984126984127,0.794612363387978,test,21,1,0,miss,4.46276980758858,0,0,0,1,26,14,global,3,1.8030158730158696,"Q6: [-0.677587, -0.54839)","Q2: [3.60512, 7.68295]",late,-0.794081632653061
9,6.5968253968254,8.49850340136054,1,left,2.75,5.8,,1.55,3.95,4.6,7.0,,-0.403174603174604,0.776233777322404,test,22,1,0,miss,-6.17084663508508,1,1,1,0,26,14,global,3,1.9968253968254004,"Q9: [-0.404354, -0.317755)","Q2: [3.60512, 7.68295]",late,-0.410362811791383
4,7.13224489795918,9.14866213151927,1,left,2.55,6.05,,1.35,3.75,4.85,7.25,,-0.117755102040817,0.779594305203046,test,23,1,1,hit,-1.70965064005362,1,1,1,0,26,14,global,3,2.2822448979591803,"Q13: [-0.125261, -0.0822222)","Q2: [3.60512, 7.68295]",late,-0.1543990929705215
34,1.09297052154195,7.30267573696145,2,right,2.3,4.7,,1.1,3.5,3.5,5.9,,1.09297052154195,0.14966713036566,test,24,1,0,miss,1.28037301983357,0,0,0,1,26,14,global,,,"Q24: [0.972902, 1.1873)","Q1: [0.0, 3.60512)",early,1.071213151927439
39,7.42290249433107,9.14866213151927,2,right,2.45,5.6,,1.25,3.65,4.4,6.8,,1.82290249433107,0.811364808058376,test,25,1,0,miss,0.134506367694081,0,0,0,1,26,14,global,2,1.8229024943310703,"Q28: [1.59973, 1.8893)","Q2: [3.60512, 7.68295]",late,1.7445124716553302
22,3.62780045351474,6.47836734693878,1,right,3.75,,,2.55,,,,,-0.122199546485261,0.559986839157706,test,26,1,1,hit,-1.63737487960126,1,1,1,0,26,14,global,,,"Q13: [-0.125261, -0.0822222)","Q2: [3.60512, 7.68295]",late,-0.1543990929705215
7,6.81519274376417,9.09061224489796,1,left,2.25,4.8,,1.05,3.45,3.6,6.0,,0.815192743764173,0.749695681673052,test,27,1,1,hit,-0.0124864097242092,0,0,0,1,26,14,global,4,0.81519274376417,"Q22: [0.684399, 0.83898)","Q2: [3.60512, 7.68295]",late,0.7419274376417235
27,3.87532879818594,7.40716553287982,1,right,2.55,5.05,,1.35,3.75,3.85,6.25,,1.32532879818594,0.523186471394984,test,28,1,1,hit,-1.82776766365504,1,1,1,0,26,14,global,1,1.3253287981859403,"Q26: [1.32512, 1.4229)","Q2: [3.60512, 7.68295]",late,1.37401360544218
19,3.68902494331066,7.76707482993197,1,right,2.35,4.9,,1.15,3.55,3.7,6.1,,1.33902494331066,0.474956791853513,test,29,1,0,miss,-32.8260561548324,1,1,1,0,26,14,global,1,1.33902494331066,"Q26: [1.32512, 1.4229)","Q2: [3.60512, 7.68295]",late,1.37401360544218
41,0.0,8.51011337868481,-1,none,,,,,,,,,-1.0,0.0,test,30,0,0,reject,3.34362464675949,1,1,1,0,26,14,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
44,0.0,8.49850340136054,-1,none,,,,,,,,,-1.0,0.0,test,31,0,1,false,-0.939102792743368,0,0,0,1,26,14,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
28,2.88439909297052,6.9427664399093,1,right,2.2,4.7,,1.0,3.4,3.5,5.9,,0.684399092970521,0.415453856605351,test,32,1,0,miss,2.94544440736211,0,0,0,1,26,14,global,1,0.6843990929705197,"Q22: [0.684399, 0.83898)","Q1: [0.0, 3.60512)",early,0.7419274376417235
2,7.34770975056689,9.09061224489796,1,left,2.9,5.9,,1.7,4.1,4.7,7.1,,0.247709750566893,0.808274465197957,test,33,1,1,hit,-42.5475851710968,1,1,1,0,26,14,global,4,0.24770975056688993,"Q18: [0.224308, 0.376213)","Q2: [3.60512, 7.68295]",late,0.2779478458049885
36,7.23555555555556,9.55501133786848,2,right,2.25,4.8,8.5,1.05,3.45,3.6,6.0,7.3,2.43555555555556,0.757252430133657,test,34,1,0,miss,32.1642715154915,0,0,0,1,26,14,global,2,2.4355555555555606,"Q29: [1.8893, 2.53556]","Q2: [3.60512, 7.68295]",late,2.2124263038548797
32,5.29673469387755,7.08208616780045,2,right,2.25,4.75,,1.05,3.45,3.55,5.95,,0.546734693877551,0.747905993852459,test,35,1,1,hit,-9.66207425576198,1,1,1,0,26,14,global,2,0.5467346938775499,"Q20: [0.526893, 0.648594)","Q2: [3.60512, 7.68295]",late,0.5104308390022669
29,3.08897959183673,6.96598639455782,1,right,2.25,4.65,,1.05,3.45,3.45,5.85,,0.838979591836735,0.4434375,test,36,1,0,miss,-3.35298013780892,1,1,1,0,26,14,global,1,0.83897959183673,"Q23: [0.83898, 0.972902)","Q1: [0.0, 3.60512)",early,0.8851587301587305
6,6.32607709750567,8.51011337868481,1,left,2.6,5.0,,1.4,3.8,3.8,6.2,,0.126077097505669,0.743359907912688,test,37,1,0,miss,-41.3207494491832,1,1,1,0,26,14,global,4,0.12607709750566976,"Q16: [0.112245, 0.144739)","Q2: [3.60512, 7.68295]",late,0.07439909297052129
33,1.17319727891156,7.30267573696145,2,right,2.3,5.05,,1.1,3.5,3.85,6.25,,1.17319727891156,0.160653070349762,test,38,1,0,miss,-1.4170336039154,1,1,1,0,26,14,global,,,"Q24: [0.972902, 1.1873)","Q1: [0.0, 3.60512)",early,1.071213151927439
42,0.0,9.09061224489796,-1,none,,,,,,,,,-1.0,0.0,test,39,0,1,false,-1.56464599017959,0,0,0,1,26,14,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
12,4.50149659863946,8.44045351473923,2,left,3.65,6.15,,2.45,4.85,4.95,7.35,,-0.348503401360544,0.533324019944979,test,40,1,1,hit,-1.24510944101104,1,1,1,0,26,14,global,1,2.05149659863946,"Q9: [-0.404354, -0.317755)","Q2: [3.60512, 7.68295]",late,-0.410362811791383
4,7.13224489795918,9.14866213151927,1,left,2.55,6.05,,1.35,3.75,4.85,7.25,,-0.117755102040817,0.779594305203046,feature,1,0,1,false,-1.70965064005362,1,1,0,0,26,14,spatial,3,2.2822448979591803,"Q13: [-0.125261, -0.0822222)","Q2: [3.60512, 7.68295]",late,-0.1543990929705215
46,0.0,8.13859410430839,-1,none,,,,,,,,,-1.0,0.0,feature,2,0,0,reject,0.0170535759296107,1,1,0,1,26,14,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
38,1.59927437641723,8.57977324263039,2,right,2.7,5.25,,1.5,3.9,4.05,6.45,,1.59927437641723,0.186400541271989,feature,3,1,1,hit,-3.66574357022268,1,1,1,0,26,14,spatial,,,"Q27: [1.4229, 1.59973)","Q1: [0.0, 3.60512)",early,1.5113151927437651
49,0.0,8.13859410430839,-1,none,,,,,,,,,-1.0,0.0,feature,4,0,0,reject,-0.95202843669933,0,0,0,1,26,14,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
41,0.0,8.51011337868481,-1,none,,,,,,,,,-1.0,0.0,feature,5,0,0,reject,3.34362464675949,1,1,0,1,26,14,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
16,3.55455782312925,8.27791383219955,1,right,3.0,5.95,,1.8,4.2,4.75,7.15,,0.554557823129252,0.429402612201964,feature,6,1,1,hit,-1.41663586593331,1,1,1,0,26,14,spatial,1,0.5545578231292501,"Q20: [0.526893, 0.648594)","Q1: [0.0, 3.60512)",early,0.5104308390022669
34,1.09297052154195,7.30267573696145,2,right,2.3,4.7,,1.1,3.5,3.5,5.9,,1.09297052154195,0.14966713036566,feature,7,1,1,hit,1.28037301983357,0,0,0,1,26,14,spatial,,,"Q24: [0.972902, 1.1873)","Q1: [0.0, 3.60512)",early,1.071213151927439
19,3.68902494331066,7.76707482993197,1,right,2.35,4.9,,1.15,3.55,3.7,6.1,,1.33902494331066,0.474956791853513,feature,8,1,0,miss,-32.8260561548324,1,1,1,0,26,14,spatial,1,1.33902494331066,"Q26: [1.32512, 1.4229)","Q2: [3.60512, 7.68295]",late,1.37401360544218
7,6.81519274376417,9.09061224489796,1,left,2.25,4.8,,1.05,3.45,3.6,6.0,,0.815192743764173,0.749695681673052,feature,9,0,0,reject,-0.0124864097242092,0,0,0,0,26,14,spatial,4,0.81519274376417,"Q22: [0.684399, 0.83898)","Q2: [3.60512, 7.68295]",late,0.7419274376417235
11,3.66263038548753,8.13859410430839,2,left,2.95,5.7,,1.75,4.15,4.5,6.9,,-0.487369614512472,0.450032319900143,feature,10,0,1,false,-3.46095182428514,1,1,0,0,26,14,spatial,1,1.91263038548753,"Q7: [-0.54839, -0.459637)","Q2: [3.60512, 7.68295]",late,-0.5682766439909295
47,0.0,8.44045351473923,-1,none,,,,,,,,,-1.0,0.0,feature,11,0,0,reject,1.8855456451613,1,1,0,1,26,14,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
23,3.13111111111111,7.44199546485261,1,right,2.2,4.6,,1.0,3.4,3.4,5.8,,0.931111111111111,0.420735423166927,feature,12,1,0,miss,5.24539153298002,0,0,0,1,26,14,spatial,1,0.9311111111111097,"Q23: [0.83898, 0.972902)","Q1: [0.0, 3.60512)",early,0.8851587301587305
1,6.4756462585034,9.55501133786848,1,left,2.35,4.8,8.35,1.15,3.55,3.6,6.0,7.15,0.475646258503401,0.677722509113001,feature,13,0,0,reject,-0.819571441975148,0,0,0,0,26,14,spatial,4,0.47564625850340025,"Q19: [0.376213, 0.526893)","Q2: [3.60512, 7.68295]",late,0.3919160997732425
6,6.32607709750567,8.51011337868481,1,left,2.6,5.0,,1.4,3.8,3.8,6.2,,0.126077097505669,0.743359907912688,feature,14,0,1,false,-41.3207494491832,1,1,0,0,26,14,spatial,4,0.12607709750566976,"Q16: [0.112245, 0.144739)","Q2: [3.60512, 7.68295]",late,0.07439909297052129
37,7.42290249433107,9.09061224489796,2,right,2.95,6.85,,1.75,4.15,5.65,8.05,,0.572902494331066,0.816545937100894,feature,15,1,0,miss,-12.3507079740671,1,1,1,0,26,14,spatial,2,0.5729024943310703,"Q20: [0.526893, 0.648594)","Q2: [3.60512, 7.68295]",late,0.5104308390022669
32,5.29673469387755,7.08208616780045,2,right,2.25,4.75,,1.05,3.45,3.55,5.95,,0.546734693877551,0.747905993852459,feature,16,1,1,hit,-9.66207425576198,1,1,1,0,26,14,spatial,2,0.5467346938775499,"Q20: [0.526893, 0.648594)","Q2: [3.60512, 7.68295]",late,0.5104308390022669
13,3.38458049886621,8.13859410430839,2,left,2.4,5.45,,1.2,3.6,4.25,6.65,,-0.215419501133786,0.415867956490727,feature,17,0,0,reject,0.778799481481935,0,0,0,0,26,14,spatial,1,2.18458049886621,"Q11: [-0.2361, -0.201587)","Q1: [0.0, 3.60512)",early,-0.2717233560090705
27,3.87532879818594,7.40716553287982,1,right,2.55,5.05,,1.35,3.75,3.85,6.25,,1.32532879818594,0.523186471394984,feature,18,1,0,miss,-1.82776766365504,1,1,1,0,26,14,spatial,1,1.3253287981859403,"Q26: [1.32512, 1.4229)","Q2: [3.60512, 7.68295]",late,1.37401360544218
17,2.89859410430839,8.20825396825397,1,right,2.25,4.8,,1.05,3.45,3.6,6.0,,0.64859410430839,0.353131630127298,feature,19,1,1,hit,-5.40463872007331,1,1,1,0,26,14,spatial,1,0.64859410430839,"Q21: [0.648594, 0.684399)","Q1: [0.0, 3.60512)",early,0.6319387755102035
24,3.49351473922902,7.58131519274376,1,right,2.25,4.8,,1.05,3.45,3.6,6.0,,1.24351473922902,0.460805895865237,feature,20,1,1,hit,-2.38442069982057,1,1,1,0,26,14,spatial,1,1.24351473922902,"Q25: [1.1873, 1.32512)","Q1: [0.0, 3.60512)",early,1.25621315192744
26,3.69718820861678,6.60607709750567,1,right,3.85,,,2.65,,,,,-0.15281179138322,0.559664707820738,feature,21,1,0,miss,-19.1256288692285,1,1,1,0,26,14,spatial,,,"Q12: [-0.201587, -0.125261)","Q2: [3.60512, 7.68295]",late,-0.20645124716553298
33,1.17319727891156,7.30267573696145,2,right,2.3,5.05,,1.1,3.5,3.85,6.25,,1.17319727891156,0.160653070349762,feature,22,1,0,miss,-1.4170336039154,1,1,1,0,26,14,spatial,,,"Q24: [0.972902, 1.1873)","Q1: [0.0, 3.60512)",early,1.071213151927439
