trial_idx,dev_time,trial_len,dev_speaker,dev_direction,right_switches_1,right_switches_2,right_switches_3,left_switches_1,left_switches_2,left_switches_3,left_switches_4,left_switches_5,direction_timing,dev_timer,block_type,trial_order,is_dev,sbj_answer,perf,saliency,is_sal,is_sal_sbjs,is_saldev,is_ctrl,sid,exp_id,condition,switch_index,switch_distance,time_bin,target_bin,target_time_label,time_bin_mean
14,3.38458049886621,8.11428571428571,2,left,2.5,5.0,,1.3,3.7,3.8,6.2,,-0.315419501133787,0.417113793874357,test,1,1,0,miss,3.34455696829269,0,1,0,1,64,21,global,1,2.0845804988662096,"Q10: [-0.317755, -0.2361)","Q1: [0.0, 3.60512)",early,-0.3413832199546485
13,3.66263038548753,8.1049433106576,2,left,3.0,5.8,,1.8,4.2,4.6,7.0,,-0.537369614512472,0.451900802399364,test,2,1,1,hit,0.778799481481935,0,0,0,1,64,21,global,1,1.86263038548753,"Q7: [-0.54839, -0.459637)","Q2: [3.60512, 7.68295]",late,-0.5682766439909295
2,7.34770975056689,9.05886621315193,1,left,2.45,5.95,,1.25,3.65,4.75,7.15,,0.197709750566893,0.811106994813465,test,3,1,1,hit,-42.5475851710968,1,1,1,0,64,21,global,4,0.19770975056688922,"Q17: [0.144739, 0.224308)","Q2: [3.60512, 7.68295]",late,0.16259637188208598
33,1.40430839002268,7.27922902494331,2,right,2.5,4.95,,1.3,3.7,3.75,6.15,,1.40430839002268,0.192919934956108,test,4,1,1,hit,-1.4170336039154,1,1,1,0,64,21,global,,,"Q26: [1.32512, 1.4229)","Q1: [0.0, 3.60512)",early,1.37401360544218
23,4.2892970521542,7.41111111111111,1,right,2.4,5.1,,1.2,3.6,3.9,6.3,,1.8892970521542,0.578765719181226,test,5,1,1,hit,5.24539153298002,0,0,0,1,64,21,global,1,1.8892970521542005,"Q29: [1.8893, 2.53556]","Q2: [3.60512, 7.68295]",late,2.2124263038548797
38,6.5275283446712,8.54707482993197,2,right,3.3,6.0,,2.1,4.5,4.8,7.2,,0.527528344671202,0.7637148936396,test,6,1,1,hit,-3.66574357022268,1,1,1,0,64,21,global,2,0.5275283446712002,"Q20: [0.526893, 0.648594)","Q2: [3.60512, 7.68295]",late,0.5104308390022669
29,3.08897959183673,6.93927437641723,1,right,2.25,4.75,,1.05,3.45,3.55,5.95,,0.838979591836735,0.445144466737686,test,7,1,1,hit,-3.35298013780892,1,1,1,0,64,21,global,1,0.83897959183673,"Q23: [0.83898, 0.972902)","Q1: [0.0, 3.60512)",early,0.8851587301587305
16,3.54521541950113,8.24816326530612,1,right,2.95,5.5,,1.75,4.15,4.3,6.7,,0.595215419501133,0.429818773643002,test,8,1,0,miss,-1.41663586593331,1,1,1,0,64,21,global,1,0.5952154195011299,"Q20: [0.526893, 0.648594)","Q1: [0.0, 3.60512)",early,0.5104308390022669
50,0.0,8.36172335600907,-1,none,,,,,,,,,-1.0,0.0,test,9,0,0,reject,-2.01741278960024,0,0,0,1,64,21,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
49,0.0,8.11433106575964,-1,none,,,,,,,,,-1.0,0.0,test,10,0,0,reject,-0.95202843669933,0,0,0,1,64,21,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
20,3.22430839002268,5.3297052154195,1,right,3.0,,,1.8,,,,,0.224308390022676,0.60496936691627,test,11,1,1,hit,-2.51827903335647,1,1,1,0,64,21,global,1,0.2243083900226801,"Q18: [0.224308, 0.376213)","Q1: [0.0, 3.60512)",early,0.2779478458049885
9,6.87124716553288,8.47387755102041,1,left,3.8,6.25,,2.6,5.0,5.05,7.45,,-0.57875283446712,0.810874021268511,test,12,1,1,hit,-6.17084663508508,1,1,1,0,64,21,global,3,1.8212471655328804,"Q6: [-0.677587, -0.54839)","Q2: [3.60512, 7.68295]",late,-0.794081632653061
30,3.79972789115646,6.84208616780045,1,right,2.2,4.6,,1.0,3.4,3.4,5.8,,1.59972789115646,0.555346395524565,test,13,1,1,hit,26.0897813474656,0,0,0,1,64,21,global,1,1.5997278911564599,"Q28: [1.59973, 1.8893)","Q2: [3.60512, 7.68295]",late,1.7445124716553302
24,3.49351473922902,7.54984126984127,1,right,2.25,4.8,,1.05,3.45,3.6,6.0,,1.24351473922902,0.462726912310631,test,14,1,1,hit,-2.38442069982057,1,1,1,0,64,21,global,1,1.24351473922902,"Q25: [1.1873, 1.32512)","Q1: [0.0, 3.60512)",early,1.25621315192744
17,3.46190476190476,8.17433106575964,1,right,2.8,5.75,,1.6,4.0,4.55,6.95,,0.661904761904762,0.42350924302612,test,15,1,1,hit,-5.40463872007331,1,1,1,0,64,21,global,1,0.66190476190476,"Q21: [0.648594, 0.684399)","Q1: [0.0, 3.60512)",early,0.6319387755102035
12,3.60575963718821,8.40612244897959,2,left,2.4,5.4,,1.2,3.6,4.2,6.6,,0.00575963718820915,0.428944457932076,test,16,1,0,miss,-1.24510944101104,1,1,1,0,64,21,global,2,0.005759637188210043,"Q15: [0.00575964, 0.112245)","Q2: [3.60512, 7.68295]",late,-0.0233333333333334
31,1.32512471655329,7.05024943310658,2,right,2.2,4.75,,1.0,3.4,3.55,5.95,,1.32512471655329,0.18795430276988,test,17,1,0,miss,6.08597992747564,0,0,0,1,64,21,global,,,"Q26: [1.32512, 1.4229)","Q1: [0.0, 3.60512)",early,1.37401360544218
4,7.4578231292517,9.11804988662132,1,left,4.1,6.6,,2.9,5.3,5.4,7.8,,-0.342176870748299,0.817918658264239,test,18,1,1,hit,-1.70965064005362,1,1,1,0,64,21,global,3,2.0578231292517,"Q9: [-0.404354, -0.317755)","Q2: [3.60512, 7.68295]",late,-0.410362811791383
18,3.60512471655329,7.91065759637188,1,right,2.65,5.7,,1.45,3.85,4.5,6.9,,0.955124716553288,0.455730092300636,test,19,1,1,hit,2.41182575598534,0,0,0,1,64,21,global,1,0.9551247165532901,"Q23: [0.83898, 0.972902)","Q2: [3.60512, 7.68295]",late,0.8851587301587305
41,0.0,8.48662131519274,-1,none,,,,,,,,,-1.0,0.0,test,20,0,0,reject,3.34362464675949,1,1,1,0,64,21,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
21,3.45818594104308,5.09378684807256,1,right,3.1,,,1.9,,,,,0.358185941043084,0.678902758239997,test,21,1,0,miss,5.18588948479685,0,0,0,1,64,21,global,1,0.3581859410430801,"Q18: [0.224308, 0.376213)","Q1: [0.0, 3.60512)",early,0.2779478458049885
28,2.88439909297052,6.91142857142857,1,right,2.2,4.65,,1.0,3.4,3.45,5.85,,0.684399092970521,0.417337611632775,test,22,1,0,miss,2.94544440736211,0,0,0,1,64,21,global,1,0.6843990929705197,"Q22: [0.684399, 0.83898)","Q1: [0.0, 3.60512)",early,0.7419274376417235
44,0.0,8.47392290249433,-1,none,,,,,,,,,-1.0,0.0,test,23,0,0,reject,-0.939102792743368,0,0,0,1,64,21,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
46,0.0,8.10489795918367,-1,none,,,,,,,,,-1.0,0.0,test,24,0,1,false,0.0170535759296107,1,1,1,0,64,21,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
32,1.18730158730159,7.05024943310658,2,right,2.35,4.8,,1.15,3.55,3.6,6.0,,1.18730158730159,0.16840561437816,test,25,1,0,miss,-9.66207425576198,1,1,1,0,64,21,global,,,"Q25: [1.1873, 1.32512)","Q1: [0.0, 3.60512)",early,1.25621315192744
34,5.75582766439909,7.27922902494331,2,right,2.4,5.1,,1.2,3.6,3.9,6.3,,0.655827664399093,0.790719407876292,test,26,1,0,miss,1.28037301983357,0,0,0,1,64,21,global,2,0.6558276643990908,"Q21: [0.648594, 0.684399)","Q2: [3.60512, 7.68295]",late,0.6319387755102035
43,0.0,8.46580498866213,-1,none,,,,,,,,,-1.0,0.0,test,27,0,0,reject,3.07164204824706,1,1,1,0,64,21,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
36,7.23555555555556,9.3275283446712,2,right,2.2,4.8,8.4,1.0,3.4,3.6,6.0,7.2,2.43555555555556,0.775720564782761,test,28,1,1,hit,32.1642715154915,0,0,0,1,64,21,global,2,2.4355555555555606,"Q29: [1.8893, 2.53556]","Q2: [3.60512, 7.68295]",late,2.2124263038548797
27,3.87532879818594,7.38326530612245,1,right,2.2,4.85,,1.0,3.4,3.65,6.05,,1.67532879818594,0.524880068304249,test,29,1,1,hit,-1.82776766365504,1,1,1,0,64,21,global,1,1.67532879818594,"Q28: [1.59973, 1.8893)","Q2: [3.60512, 7.68295]",late,1.7445124716553302
8,6.85160997732426,8.46580498866213,1,left,2.7,6.2,,1.5,3.9,5.0,7.4,,-0.548390022675737,0.809327640608343,test,30,1,1,hit,4.46276980758858,0,0,0,1,64,21,global,3,1.8516099773242596,"Q7: [-0.54839, -0.459637)","Q2: [3.60512, 7.68295]",late,-0.5682766439909295
26,3.52748299319728,5.37827664399093,1,right,3.4,,,2.2,,,,,0.127482993197279,0.655876078285873,test,31,1,1,hit,-19.1256288692285,1,1,1,0,64,21,global,1,0.12748299319728007,"Q16: [0.112245, 0.144739)","Q1: [0.0, 3.60512)",early,0.07439909297052129
25,3.49473922902494,5.29501133786848,1,right,3.35,,,2.15,,,,,0.144739229024943,0.66000599546058,test,32,1,1,hit,0.136319264613059,0,0,0,1,64,21,global,1,0.14473922902493985,"Q17: [0.144739, 0.224308)","Q1: [0.0, 3.60512)",early,0.16259637188208598
7,6.81519274376417,9.058820861678,1,left,2.95,5.8,,1.75,4.15,4.6,7.0,,-0.184807256235827,0.752326693266983,test,33,1,0,miss,-0.0124864097242092,0,0,0,1,64,21,global,3,2.2151927437641703,"Q12: [-0.201587, -0.125261)","Q2: [3.60512, 7.68295]",late,-0.20645124716553298
3,5.86512471655329,8.5471201814059,1,left,2.3,4.85,,1.1,3.5,3.65,6.05,,-0.184875283446712,0.686210629085661,test,34,1,1,hit,-2.51851350474994,1,1,1,0,64,21,global,3,2.2151247165532904,"Q12: [-0.201587, -0.125261)","Q2: [3.60512, 7.68295]",late,-0.20645124716553298
1,6.4756462585034,9.32748299319728,1,left,2.3,4.85,8.4,1.1,3.5,3.65,6.05,7.2,0.425646258503401,0.694254416033374,test,35,1,1,hit,-0.819571441975148,0,0,0,1,64,21,global,4,0.42564625850340043,"Q19: [0.376213, 0.526893)","Q2: [3.60512, 7.68295]",late,0.3919160997732425
39,7.42290249433107,9.11809523809524,2,right,2.5,6.45,,1.3,3.7,5.25,7.65,,0.972902494331065,0.814084773244999,test,36,1,0,miss,0.134506367694081,0,0,0,1,64,21,global,2,0.9729024943310698,"Q24: [0.972902, 1.1873)","Q2: [3.60512, 7.68295]",late,1.071213151927439
10,6.94036281179138,8.44471655328798,1,left,3.75,6.2,,2.55,4.95,5.0,7.4,,-0.459637188208617,0.821858586726529,test,37,1,1,hit,89.1369385541067,0,0,0,1,64,21,global,3,1.9403628117913803,"Q8: [-0.459637, -0.404354)","Q2: [3.60512, 7.68295]",late,-0.5008843537414965
19,3.68902494331066,7.74385487528345,1,right,2.25,5.1,,1.05,3.45,3.9,6.3,,1.43902494331066,0.476380950149925,test,38,1,1,hit,-32.8260561548324,1,1,1,0,64,21,global,1,1.43902494331066,"Q27: [1.4229, 1.59973)","Q2: [3.60512, 7.68295]",late,1.5113151927437651
42,0.0,9.05886621315193,-1,none,,,,,,,,,-1.0,0.0,test,39,0,0,reject,-1.56464599017959,0,0,0,1,64,21,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
6,6.32607709750567,8.48662131519274,1,left,2.4,5.25,,1.2,3.6,4.05,6.45,,-0.123922902494331,0.74541762411158,test,40,1,0,miss,-41.3207494491832,1,1,1,0,64,21,global,3,2.27607709750567,"Q13: [-0.125261, -0.0822222)","Q2: [3.60512, 7.68295]",late,-0.1543990929705215
11,3.38458049886621,8.1049433106576,2,left,2.4,5.2,,1.2,3.6,4.0,6.4,,-0.215419501133786,0.417594592477366,test,41,1,1,hit,-3.46095182428514,1,1,1,0,64,21,global,1,2.18458049886621,"Q11: [-0.2361, -0.201587)","Q1: [0.0, 3.60512)",early,-0.2717233560090705
45,0.0,8.44471655328798,-1,none,,,,,,,,,-1.0,0.0,test,42,0,0,reject,1.43504547546963,1,1,1,0,64,21,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
37,7.42290249433107,9.058820861678,2,right,3.4,6.0,,2.2,4.6,4.8,7.2,,1.42290249433107,0.819411555617857,test,43,1,0,miss,-12.3507079740671,1,1,1,0,64,21,global,2,1.42290249433107,"Q27: [1.4229, 1.59973)","Q2: [3.60512, 7.68295]",late,1.5113151927437651
40,7.23555555555556,9.03609977324263,2,right,2.2,4.7,8.2,1.0,3.4,3.5,5.9,7.0,2.53555555555556,0.80073878522028,test,44,1,1,hit,-0.909481279480309,1,1,1,0,64,21,global,2,2.5355555555555602,"Q29: [1.8893, 2.53556]","Q2: [3.60512, 7.68295]",late,2.2124263038548797
48,0.0,8.1049433106576,-1,none,,,,,,,,,-1.0,0.0,test,45,0,0,reject,-1.1961032809446,0,0,0,1,64,21,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
22,3.32621315192744,5.24643990929705,1,right,2.95,,,1.75,,,,,0.376213151927438,0.633994329380035,test,46,1,1,hit,-1.63737487960126,1,1,1,0,64,21,global,1,0.37621315192743987,"Q19: [0.376213, 0.526893)","Q1: [0.0, 3.60512)",early,0.3919160997732425
35,5.84108843537415,7.45963718820862,2,right,2.25,5.1,,1.05,3.45,3.9,6.3,,0.74108843537415,0.783025807824422,test,47,1,0,miss,4.5626528520849,0,0,0,1,64,21,global,2,0.7410884353741505,"Q22: [0.684399, 0.83898)","Q2: [3.60512, 7.68295]",late,0.7419274376417235
47,0.0,8.40612244897959,-1,none,,,,,,,,,-1.0,0.0,test,48,0,0,reject,1.8855456451613,1,1,1,0,64,21,global,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
15,3.23224489795918,8.36172335600907,2,left,2.35,4.95,,1.15,3.55,3.75,6.15,,-0.317755102040816,0.386552479715364,test,49,1,1,hit,0.449035375880664,0,1,0,1,64,21,global,1,2.08224489795918,"Q10: [-0.317755, -0.2361)","Q1: [0.0, 3.60512)",early,-0.3413832199546485
5,5.32961451247166,9.03614512471655,1,left,2.25,4.7,8.2,1.05,3.45,3.5,5.9,7.0,-0.570385487528345,0.589810637048488,test,50,1,1,hit,0.271962068079739,0,0,0,1,64,21,global,3,1.82961451247166,"Q6: [-0.677587, -0.54839)","Q2: [3.60512, 7.68295]",late,-0.794081632653061
49,0.0,8.11433106575964,-1,none,,,,,,,,,-1.0,0.0,feature,1,0,0,reject,-0.95202843669933,0,0,0,1,64,21,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
41,0.0,8.48662131519274,-1,none,,,,,,,,,-1.0,0.0,feature,2,0,0,reject,3.34362464675949,1,1,0,1,64,21,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
37,7.42290249433107,9.058820861678,2,right,3.4,6.0,,2.2,4.6,4.8,7.2,,1.42290249433107,0.819411555617857,feature,3,1,1,hit,-12.3507079740671,1,1,1,0,64,21,spatial,2,1.42290249433107,"Q27: [1.4229, 1.59973)","Q2: [3.60512, 7.68295]",late,1.5113151927437651
32,1.18730158730159,7.05024943310658,2,right,2.35,4.8,,1.15,3.55,3.6,6.0,,1.18730158730159,0.16840561437816,feature,4,1,0,miss,-9.66207425576198,1,1,1,0,64,21,spatial,,,"Q25: [1.1873, 1.32512)","Q1: [0.0, 3.60512)",early,1.25621315192744
8,6.85160997732426,8.46580498866213,1,left,2.7,6.2,,1.5,3.9,5.0,7.4,,-0.548390022675737,0.809327640608343,feature,5,0,1,false,4.46276980758858,0,0,0,0,64,21,spatial,3,1.8516099773242596,"Q7: [-0.54839, -0.459637)","Q2: [3.60512, 7.68295]",late,-0.5682766439909295
23,4.2892970521542,7.41111111111111,1,right,2.4,5.1,,1.2,3.6,3.9,6.3,,1.8892970521542,0.578765719181226,feature,6,1,0,miss,5.24539153298002,0,0,0,1,64,21,spatial,1,1.8892970521542005,"Q29: [1.8893, 2.53556]","Q2: [3.60512, 7.68295]",late,2.2124263038548797
2,7.34770975056689,9.05886621315193,1,left,2.45,5.95,,1.25,3.65,4.75,7.15,,0.197709750566893,0.811106994813465,feature,7,0,0,reject,-42.5475851710968,1,1,0,0,64,21,spatial,4,0.19770975056688922,"Q17: [0.144739, 0.224308)","Q2: [3.60512, 7.68295]",late,0.16259637188208598
48,0.0,8.1049433106576,-1,none,,,,,,,,,-1.0,0.0,feature,8,0,0,reject,-1.1961032809446,0,0,0,1,64,21,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
42,0.0,9.05886621315193,-1,none,,,,,,,,,-1.0,0.0,feature,9,0,0,reject,-1.56464599017959,0,0,0,1,64,21,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
22,3.32621315192744,5.24643990929705,1,right,2.95,,,1.75,,,,,0.376213151927438,0.633994329380035,feature,10,1,1,hit,-1.63737487960126,1,1,1,0,64,21,spatial,1,0.37621315192743987,"Q19: [0.376213, 0.526893)","Q1: [0.0, 3.60512)",early,0.3919160997732425
29,3.08897959183673,6.93927437641723,1,right,2.25,4.75,,1.05,3.45,3.55,5.95,,0.838979591836735,0.445144466737686,feature,11,1,1,hit,-3.35298013780892,1,1,1,0,64,21,spatial,1,0.83897959183673,"Q23: [0.83898, 0.972902)","Q1: [0.0, 3.60512)",early,0.8851587301587305
39,7.42290249433107,9.11809523809524,2,right,2.5,6.45,,1.3,3.7,5.25,7.65,,0.972902494331065,0.814084773244999,feature,12,1,0,miss,0.134506367694081,0,0,0,1,64,21,spatial,2,0.9729024943310698,"Q24: [0.972902, 1.1873)","Q2: [3.60512, 7.68295]",late,1.071213151927439
12,3.60575963718821,8.40612244897959,2,left,2.4,5.4,,1.2,3.6,4.2,6.6,,0.00575963718820915,0.428944457932076,feature,13,0,0,reject,-1.24510944101104,1,1,0,0,64,21,spatial,2,0.005759637188210043,"Q15: [0.00575964, 0.112245)","Q2: [3.60512, 7.68295]",late,-0.0233333333333334
35,5.84108843537415,7.45963718820862,2,right,2.25,5.1,,1.05,3.45,3.9,6.3,,0.74108843537415,0.783025807824422,feature,14,1,1,hit,4.5626528520849,0,0,0,1,64,21,spatial,2,0.7410884353741505,"Q22: [0.684399, 0.83898)","Q2: [3.60512, 7.68295]",late,0.7419274376417235
38,6.5275283446712,8.54707482993197,2,right,3.3,6.0,,2.1,4.5,4.8,7.2,,0.527528344671202,0.7637148936396,feature,15,1,0,miss,-3.66574357022268,1,1,1,0,64,21,spatial,2,0.5275283446712002,"Q20: [0.526893, 0.648594)","Q2: [3.60512, 7.68295]",late,0.5104308390022669
18,3.60512471655329,7.91065759637188,1,right,2.65,5.7,,1.45,3.85,4.5,6.9,,0.955124716553288,0.455730092300636,feature,16,1,1,hit,2.41182575598534,0,0,0,1,64,21,spatial,1,0.9551247165532901,"Q23: [0.83898, 0.972902)","Q2: [3.60512, 7.68295]",late,0.8851587301587305
17,3.46190476190476,8.17433106575964,1,right,2.8,5.75,,1.6,4.0,4.55,6.95,,0.661904761904762,0.42350924302612,feature,17,1,0,miss,-5.40463872007331,1,1,1,0,64,21,spatial,1,0.66190476190476,"Q21: [0.648594, 0.684399)","Q1: [0.0, 3.60512)",early,0.6319387755102035
10,6.94036281179138,8.44471655328798,1,left,3.75,6.2,,2.55,4.95,5.0,7.4,,-0.459637188208617,0.821858586726529,feature,18,0,0,reject,89.1369385541067,0,0,0,0,64,21,spatial,3,1.9403628117913803,"Q8: [-0.459637, -0.404354)","Q2: [3.60512, 7.68295]",late,-0.5008843537414965
25,3.49473922902494,5.29501133786848,1,right,3.35,,,2.15,,,,,0.144739229024943,0.66000599546058,feature,19,1,1,hit,0.136319264613059,0,0,0,1,64,21,spatial,1,0.14473922902493985,"Q17: [0.144739, 0.224308)","Q1: [0.0, 3.60512)",early,0.16259637188208598
6,6.32607709750567,8.48662131519274,1,left,2.4,5.25,,1.2,3.6,4.05,6.45,,-0.123922902494331,0.74541762411158,feature,20,0,1,false,-41.3207494491832,1,1,0,0,64,21,spatial,3,2.27607709750567,"Q13: [-0.125261, -0.0822222)","Q2: [3.60512, 7.68295]",late,-0.1543990929705215
3,5.86512471655329,8.5471201814059,1,left,2.3,4.85,,1.1,3.5,3.65,6.05,,-0.184875283446712,0.686210629085661,feature,21,0,0,reject,-2.51851350474994,1,1,0,0,64,21,spatial,3,2.2151247165532904,"Q12: [-0.201587, -0.125261)","Q2: [3.60512, 7.68295]",late,-0.20645124716553298
36,7.23555555555556,9.3275283446712,2,right,2.2,4.8,8.4,1.0,3.4,3.6,6.0,7.2,2.43555555555556,0.775720564782761,feature,22,1,1,hit,32.1642715154915,0,0,0,1,64,21,spatial,2,2.4355555555555606,"Q29: [1.8893, 2.53556]","Q2: [3.60512, 7.68295]",late,2.2124263038548797
33,1.40430839002268,7.27922902494331,2,right,2.5,4.95,,1.3,3.7,3.75,6.15,,1.40430839002268,0.192919934956108,feature,23,1,0,miss,-1.4170336039154,1,1,1,0,64,21,spatial,,,"Q26: [1.32512, 1.4229)","Q1: [0.0, 3.60512)",early,1.37401360544218
26,3.52748299319728,5.37827664399093,1,right,3.4,,,2.2,,,,,0.127482993197279,0.655876078285873,feature,24,1,0,miss,-19.1256288692285,1,1,1,0,64,21,spatial,1,0.12748299319728007,"Q16: [0.112245, 0.144739)","Q1: [0.0, 3.60512)",early,0.07439909297052129
44,0.0,8.47392290249433,-1,none,,,,,,,,,-1.0,0.0,feature,25,0,0,reject,-0.939102792743368,0,0,0,1,64,21,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
21,3.45818594104308,5.09378684807256,1,right,3.1,,,1.9,,,,,0.358185941043084,0.678902758239997,feature,26,1,1,hit,5.18588948479685,0,0,0,1,64,21,spatial,1,0.3581859410430801,"Q18: [0.224308, 0.376213)","Q1: [0.0, 3.60512)",early,0.2779478458049885
11,3.38458049886621,8.1049433106576,2,left,2.4,5.2,,1.2,3.6,4.0,6.4,,-0.215419501133786,0.417594592477366,feature,27,0,0,reject,-3.46095182428514,1,1,0,0,64,21,spatial,1,2.18458049886621,"Q11: [-0.2361, -0.201587)","Q1: [0.0, 3.60512)",early,-0.2717233560090705
31,1.32512471655329,7.05024943310658,2,right,2.2,4.75,,1.0,3.4,3.55,5.95,,1.32512471655329,0.18795430276988,feature,28,1,1,hit,6.08597992747564,0,0,0,1,64,21,spatial,,,"Q26: [1.32512, 1.4229)","Q1: [0.0, 3.60512)",early,1.37401360544218
20,3.22430839002268,5.3297052154195,1,right,3.0,,,1.8,,,,,0.224308390022676,0.60496936691627,feature,29,1,0,miss,-2.51827903335647,1,1,1,0,64,21,spatial,1,0.2243083900226801,"Q18: [0.224308, 0.376213)","Q1: [0.0, 3.60512)",early,0.2779478458049885
40,7.23555555555556,9.03609977324263,2,right,2.2,4.7,8.2,1.0,3.4,3.5,5.9,7.0,2.53555555555556,0.80073878522028,feature,30,1,1,hit,-0.909481279480309,1,1,1,0,64,21,spatial,2,2.5355555555555602,"Q29: [1.8893, 2.53556]","Q2: [3.60512, 7.68295]",late,2.2124263038548797
34,5.75582766439909,7.27922902494331,2,right,2.4,5.1,,1.2,3.6,3.9,6.3,,0.655827664399093,0.790719407876292,feature,31,1,0,miss,1.28037301983357,0,0,0,1,64,21,spatial,2,0.6558276643990908,"Q21: [0.648594, 0.684399)","Q2: [3.60512, 7.68295]",late,0.6319387755102035
5,5.32961451247166,9.03614512471655,1,left,2.25,4.7,8.2,1.05,3.45,3.5,5.9,7.0,-0.570385487528345,0.589810637048488,feature,32,0,1,false,0.271962068079739,0,0,0,0,64,21,spatial,3,1.82961451247166,"Q6: [-0.677587, -0.54839)","Q2: [3.60512, 7.68295]",late,-0.794081632653061
16,3.54521541950113,8.24816326530612,1,right,2.95,5.5,,1.75,4.15,4.3,6.7,,0.595215419501133,0.429818773643002,feature,33,1,1,hit,-1.41663586593331,1,1,1,0,64,21,spatial,1,0.5952154195011299,"Q20: [0.526893, 0.648594)","Q1: [0.0, 3.60512)",early,0.5104308390022669
27,3.87532879818594,7.38326530612245,1,right,2.2,4.85,,1.0,3.4,3.65,6.05,,1.67532879818594,0.524880068304249,feature,34,1,0,miss,-1.82776766365504,1,1,1,0,64,21,spatial,1,1.67532879818594,"Q28: [1.59973, 1.8893)","Q2: [3.60512, 7.68295]",late,1.7445124716553302
14,3.38458049886621,8.11428571428571,2,left,2.5,5.0,,1.3,3.7,3.8,6.2,,-0.315419501133787,0.417113793874357,feature,35,0,0,reject,3.34455696829269,0,1,0,0,64,21,spatial,1,2.0845804988662096,"Q10: [-0.317755, -0.2361)","Q1: [0.0, 3.60512)",early,-0.3413832199546485
46,0.0,8.10489795918367,-1,none,,,,,,,,,-1.0,0.0,feature,36,0,0,reject,0.0170535759296107,1,1,0,1,64,21,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
24,3.49351473922902,7.54984126984127,1,right,2.25,4.8,,1.05,3.45,3.6,6.0,,1.24351473922902,0.462726912310631,feature,37,1,1,hit,-2.38442069982057,1,1,1,0,64,21,spatial,1,1.24351473922902,"Q25: [1.1873, 1.32512)","Q1: [0.0, 3.60512)",early,1.25621315192744
28,2.88439909297052,6.91142857142857,1,right,2.2,4.65,,1.0,3.4,3.45,5.85,,0.684399092970521,0.417337611632775,feature,38,1,1,hit,2.94544440736211,0,0,0,1,64,21,spatial,1,0.6843990929705197,"Q22: [0.684399, 0.83898)","Q1: [0.0, 3.60512)",early,0.7419274376417235
47,0.0,8.40612244897959,-1,none,,,,,,,,,-1.0,0.0,feature,39,0,0,reject,1.8855456451613,1,1,0,1,64,21,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
4,7.4578231292517,9.11804988662132,1,left,4.1,6.6,,2.9,5.3,5.4,7.8,,-0.342176870748299,0.817918658264239,feature,40,0,0,reject,-1.70965064005362,1,1,0,0,64,21,spatial,3,2.0578231292517,"Q9: [-0.404354, -0.317755)","Q2: [3.60512, 7.68295]",late,-0.410362811791383
43,0.0,8.46580498866213,-1,none,,,,,,,,,-1.0,0.0,feature,41,0,0,reject,3.07164204824706,1,1,0,1,64,21,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
7,6.81519274376417,9.058820861678,1,left,2.95,5.8,,1.75,4.15,4.6,7.0,,-0.184807256235827,0.752326693266983,feature,42,0,0,reject,-0.0124864097242092,0,0,0,0,64,21,spatial,3,2.2151927437641703,"Q12: [-0.201587, -0.125261)","Q2: [3.60512, 7.68295]",late,-0.20645124716553298
45,0.0,8.44471655328798,-1,none,,,,,,,,,-1.0,0.0,feature,43,0,0,reject,1.43504547546963,1,1,0,1,64,21,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
50,0.0,8.36172335600907,-1,none,,,,,,,,,-1.0,0.0,feature,44,0,0,reject,-2.01741278960024,0,0,0,1,64,21,spatial,,,"Q5: [-1.0, -0.677587)","Q1: [0.0, 3.60512)",early,-1.0
