sid,condition,source,train_type,is_target_source,trialnum,stim_id,windowing,λ,hittype,fold,score,target_time_label,target_switch_label,target_salience,target_salience_level,test_type,train_kind
30,global,male,athit-other-male,false,1,33,target,0.0012328467394420667,hit,4,0.41076353,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
30,global,male,athit-other-male,false,3,31,target,0.0012328467394420667,hit,4,0.53805983,late,near,"Q2: [-0.0409083, 1.31435]",0.556663079523296,hit-target,athitother
30,global,male,athit-other-male,false,10,29,target,0.0012328467394420667,hit,4,0.11346204,late,near,"Q1: [-0.758595, -0.0409083)",-0.334057072347336,hit-target,athitother
30,global,male,athit-other-male,false,16,37,target,0.0012328467394420667,hit,4,0.049108375,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
30,global,male,athit-other-male,false,19,28,target,0.0012328467394420667,hit,4,0.09511661,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
30,global,male,athit-other-male,false,22,32,target,0.0012328467394420667,hit,4,0.36902273,late,near,"Q1: [-0.758595, -0.0409083)",-0.487385464085172,hit-target,athitother
30,global,male,athit-other-male,false,38,40,target,0.0012328467394420667,hit,4,0.06588967,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
30,global,male,athit-other-male,false,41,35,target,0.0012328467394420667,hit,4,0.13679777,early,far,"Q2: [-0.0409083, 1.31435]",0.0225330540875661,hit-target,athitother
30,global,male,athit-other-male,false,43,27,target,0.0012328467394420667,hit,4,-0.20187727,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
30,global,male,athit-other-male,false,48,30,target,0.0012328467394420667,hit,4,0.022562006,late,far,"Q2: [-0.0409083, 1.31435]",-0.0409083360273392,hit-target,athitother
35,global,male,athit-other-male,false,6,27,target,0.0012328467394420667,hit,4,0.039895467,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
35,global,male,athit-other-male,false,18,37,target,0.0012328467394420667,hit,4,0.19787872,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
35,global,male,athit-other-male,false,26,31,target,0.0012328467394420667,hit,4,0.40992326,late,near,"Q2: [-0.0409083, 1.31435]",0.556663079523296,hit-target,athitother
35,global,male,athit-other-male,false,27,29,target,0.0012328467394420667,hit,4,0.5843985,late,near,"Q1: [-0.758595, -0.0409083)",-0.334057072347336,hit-target,athitother
35,global,male,athit-other-male,false,31,39,target,0.0012328467394420667,hit,4,-0.17383644,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
35,global,male,athit-other-male,false,34,40,target,0.0012328467394420667,hit,4,-0.21787226,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
35,global,male,athit-other-male,false,47,30,target,0.0012328467394420667,hit,4,0.21137795,late,far,"Q2: [-0.0409083, 1.31435]",-0.0409083360273392,hit-target,athitother
35,global,male,athit-other-male,false,50,28,target,0.0012328467394420667,hit,4,0.05271089,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
19,global,male,athit-other-male,false,9,36,target,0.0012328467394420667,hit,4,0.24027865,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
19,global,male,athit-other-male,false,11,27,target,0.0012328467394420667,hit,4,0.02263499,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
19,global,male,athit-other-male,false,18,40,target,0.0012328467394420667,hit,4,0.15934646,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
19,global,male,athit-other-male,false,21,31,target,0.0012328467394420667,hit,4,0.13348292,late,near,"Q2: [-0.0409083, 1.31435]",0.556663079523296,hit-target,athitother
19,global,male,athit-other-male,false,28,34,target,0.0012328467394420667,hit,4,0.061543535,late,near,"Q1: [-0.758595, -0.0409083)",-0.515058134813672,hit-target,athitother
19,global,male,athit-other-male,false,29,32,target,0.0012328467394420667,hit,4,-0.030580655,late,near,"Q1: [-0.758595, -0.0409083)",-0.487385464085172,hit-target,athitother
19,global,male,athit-other-male,false,31,28,target,0.0012328467394420667,hit,4,0.079628564,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
19,global,male,athit-other-male,false,44,26,target,0.0012328467394420667,hit,4,-0.08480109,late,near,"Q1: [-0.758595, -0.0409083)",-0.0426122045759829,hit-target,athitother
19,global,male,athit-other-male,false,49,35,target,0.0012328467394420667,hit,4,-0.056483738,early,far,"Q2: [-0.0409083, 1.31435]",0.0225330540875661,hit-target,athitother
22,global,male,athit-other-male,false,14,37,target,0.0012328467394420667,hit,4,-0.18397173,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
22,global,male,athit-other-male,false,15,39,target,0.0012328467394420667,hit,4,0.331959,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
22,global,male,athit-other-male,false,23,38,target,0.0012328467394420667,hit,4,0.39145434,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
22,global,male,athit-other-male,false,25,27,target,0.0012328467394420667,hit,4,-0.00797477,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
22,global,male,athit-other-male,false,35,30,target,0.0012328467394420667,hit,4,0.10068738,late,far,"Q2: [-0.0409083, 1.31435]",-0.0409083360273392,hit-target,athitother
22,global,male,athit-other-male,false,41,32,target,0.0012328467394420667,hit,4,0.083674625,late,near,"Q1: [-0.758595, -0.0409083)",-0.487385464085172,hit-target,athitother
22,global,male,athit-other-male,false,46,40,target,0.0012328467394420667,hit,4,0.12792304,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
22,global,male,athit-other-male,false,47,33,target,0.0012328467394420667,hit,4,0.27586272,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
22,global,male,athit-other-male,false,48,28,target,0.0012328467394420667,hit,4,0.05372777,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
12,global,male,athit-other-male,false,15,35,target,0.0012328467394420667,hit,4,-0.07050949,early,far,"Q2: [-0.0409083, 1.31435]",0.0225330540875661,hit-target,athitother
12,global,male,athit-other-male,false,21,28,target,0.0012328467394420667,hit,4,0.036456127,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
12,global,male,athit-other-male,false,22,40,target,0.0012328467394420667,hit,4,-0.13169135,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
12,global,male,athit-other-male,false,31,27,target,0.0012328467394420667,hit,4,0.04912918,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
12,global,male,athit-other-male,false,32,39,target,0.0012328467394420667,hit,4,0.15440503,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
12,global,male,athit-other-male,false,34,38,target,0.0012328467394420667,hit,4,0.031451873,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
12,global,male,athit-other-male,false,39,30,target,0.0012328467394420667,hit,4,0.04544883,late,far,"Q2: [-0.0409083, 1.31435]",-0.0409083360273392,hit-target,athitother
12,global,male,athit-other-male,false,40,36,target,0.0012328467394420667,hit,4,-0.03708016,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
9,global,male,athit-other-male,false,3,34,target,0.015199110829529341,hit,1,-0.012629211,late,near,"Q1: [-0.758595, -0.0409083)",-0.515058134813672,hit-target,athitother
9,global,male,athit-other-male,false,16,38,target,0.015199110829529341,hit,1,0.021934941,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
9,global,male,athit-other-male,false,17,39,target,0.015199110829529341,hit,1,-0.3532059,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
9,global,male,athit-other-male,false,19,30,target,0.015199110829529341,hit,1,0.18525472,late,far,"Q2: [-0.0409083, 1.31435]",-0.0409083360273392,hit-target,athitother
9,global,male,athit-other-male,false,20,33,target,0.015199110829529341,hit,1,0.15777731,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
9,global,male,athit-other-male,false,25,36,target,0.015199110829529341,hit,1,0.24441841,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
9,global,male,athit-other-male,false,26,37,target,0.015199110829529341,hit,1,-0.08562718,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
9,global,male,athit-other-male,false,28,40,target,0.015199110829529341,hit,1,-0.22554255,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
9,global,male,athit-other-male,false,33,35,target,0.015199110829529341,hit,1,-0.02425449,early,far,"Q2: [-0.0409083, 1.31435]",0.0225330540875661,hit-target,athitother
9,global,male,athit-other-male,false,42,28,target,0.015199110829529341,hit,1,0.17567486,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
9,global,male,athit-other-male,false,45,32,target,0.015199110829529341,hit,1,0.013196612,late,near,"Q1: [-0.758595, -0.0409083)",-0.487385464085172,hit-target,athitother
9,global,male,athit-other-male,false,46,27,target,0.015199110829529341,hit,1,0.1370932,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
17,global,male,athit-other-male,false,3,32,target,0.015199110829529341,hit,1,0.122255415,late,near,"Q1: [-0.758595, -0.0409083)",-0.487385464085172,hit-target,athitother
17,global,male,athit-other-male,false,18,27,target,0.015199110829529341,hit,1,-0.19815332,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
17,global,male,athit-other-male,false,27,39,target,0.015199110829529341,hit,1,-0.1377731,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
17,global,male,athit-other-male,false,37,38,target,0.015199110829529341,hit,1,-0.23826241,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
17,global,male,athit-other-male,false,38,33,target,0.015199110829529341,hit,1,0.07674458,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
17,global,male,athit-other-male,false,44,30,target,0.015199110829529341,hit,1,0.13716103,late,far,"Q2: [-0.0409083, 1.31435]",-0.0409083360273392,hit-target,athitother
17,global,male,athit-other-male,false,47,28,target,0.015199110829529341,hit,1,0.00974381,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
28,global,male,athit-other-male,false,1,40,target,0.015199110829529341,hit,1,-0.013189513,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
28,global,male,athit-other-male,false,10,39,target,0.015199110829529341,hit,1,-0.13361183,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
28,global,male,athit-other-male,false,17,27,target,0.015199110829529341,hit,1,-0.05544106,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
28,global,male,athit-other-male,false,20,28,target,0.015199110829529341,hit,1,-0.045634598,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
28,global,male,athit-other-male,false,21,29,target,0.015199110829529341,hit,1,0.1081128,late,near,"Q1: [-0.758595, -0.0409083)",-0.334057072347336,hit-target,athitother
28,global,male,athit-other-male,false,24,38,target,0.015199110829529341,hit,1,0.13188393,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
28,global,male,athit-other-male,false,28,34,target,0.015199110829529341,hit,1,0.3031332,late,near,"Q1: [-0.758595, -0.0409083)",-0.515058134813672,hit-target,athitother
28,global,male,athit-other-male,false,36,30,target,0.015199110829529341,hit,1,-0.059746187,late,far,"Q2: [-0.0409083, 1.31435]",-0.0409083360273392,hit-target,athitother
28,global,male,athit-other-male,false,42,37,target,0.015199110829529341,hit,1,0.022557005,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
28,global,male,athit-other-male,false,43,33,target,0.015199110829529341,hit,1,0.19836248,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
28,global,male,athit-other-male,false,44,36,target,0.015199110829529341,hit,1,0.18664834,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
28,global,male,athit-other-male,false,47,35,target,0.015199110829529341,hit,1,-0.060837217,early,far,"Q2: [-0.0409083, 1.31435]",0.0225330540875661,hit-target,athitother
28,global,male,athit-other-male,false,49,26,target,0.015199110829529341,hit,1,0.079224706,late,near,"Q1: [-0.758595, -0.0409083)",-0.0426122045759829,hit-target,athitother
31,global,male,athit-other-male,false,3,37,target,0.015199110829529341,hit,1,0.09523149,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
31,global,male,athit-other-male,false,7,28,target,0.015199110829529341,hit,1,0.13493001,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
31,global,male,athit-other-male,false,8,32,target,0.015199110829529341,hit,1,0.059470415,late,near,"Q1: [-0.758595, -0.0409083)",-0.487385464085172,hit-target,athitother
31,global,male,athit-other-male,false,10,38,target,0.015199110829529341,hit,1,-0.2729687,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
31,global,male,athit-other-male,false,13,26,target,0.015199110829529341,hit,1,0.24505323,late,near,"Q1: [-0.758595, -0.0409083)",-0.0426122045759829,hit-target,athitother
31,global,male,athit-other-male,false,14,30,target,0.015199110829529341,hit,1,0.051842585,late,far,"Q2: [-0.0409083, 1.31435]",-0.0409083360273392,hit-target,athitother
31,global,male,athit-other-male,false,22,33,target,0.015199110829529341,hit,1,0.117887706,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
31,global,male,athit-other-male,false,23,40,target,0.015199110829529341,hit,1,0.055093996,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
31,global,male,athit-other-male,false,26,31,target,0.015199110829529341,hit,1,0.1632463,late,near,"Q2: [-0.0409083, 1.31435]",0.556663079523296,hit-target,athitother
31,global,male,athit-other-male,false,30,29,target,0.015199110829529341,hit,1,0.21215874,late,near,"Q1: [-0.758595, -0.0409083)",-0.334057072347336,hit-target,athitother
31,global,male,athit-other-male,false,47,36,target,0.015199110829529341,hit,1,0.28942612,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
11,global,male,athit-other-male,false,1,33,target,0.015199110829529341,hit,2,0.26164663,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
11,global,male,athit-other-male,false,2,26,target,0.015199110829529341,hit,2,0.031664647,late,near,"Q1: [-0.758595, -0.0409083)",-0.0426122045759829,hit-target,athitother
11,global,male,athit-other-male,false,10,37,target,0.015199110829529341,hit,2,0.085531354,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
11,global,male,athit-other-male,false,19,27,target,0.015199110829529341,hit,2,0.16381669,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
11,global,male,athit-other-male,false,20,32,target,0.015199110829529341,hit,2,0.032051727,late,near,"Q1: [-0.758595, -0.0409083)",-0.487385464085172,hit-target,athitother
11,global,male,athit-other-male,false,29,38,target,0.015199110829529341,hit,2,0.19126445,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
11,global,male,athit-other-male,false,33,30,target,0.015199110829529341,hit,2,0.0028449446,late,far,"Q2: [-0.0409083, 1.31435]",-0.0409083360273392,hit-target,athitother
11,global,male,athit-other-male,false,34,28,target,0.015199110829529341,hit,2,0.16828397,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
11,global,male,athit-other-male,false,36,31,target,0.015199110829529341,hit,2,0.34988466,late,near,"Q2: [-0.0409083, 1.31435]",0.556663079523296,hit-target,athitother
11,global,male,athit-other-male,false,45,36,target,0.015199110829529341,hit,2,0.16962664,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
11,global,male,athit-other-male,false,49,29,target,0.015199110829529341,hit,2,0.3332842,late,near,"Q1: [-0.758595, -0.0409083)",-0.334057072347336,hit-target,athitother
25,global,male,athit-other-male,false,4,33,target,0.015199110829529341,hit,2,0.1388969,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
25,global,male,athit-other-male,false,19,29,target,0.015199110829529341,hit,2,0.3287062,late,near,"Q1: [-0.758595, -0.0409083)",-0.334057072347336,hit-target,athitother
25,global,male,athit-other-male,false,21,28,target,0.015199110829529341,hit,2,0.36685678,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
25,global,male,athit-other-male,false,28,36,target,0.015199110829529341,hit,2,0.104154676,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
25,global,male,athit-other-male,false,35,37,target,0.015199110829529341,hit,2,0.28590086,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
25,global,male,athit-other-male,false,36,39,target,0.015199110829529341,hit,2,0.038084105,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
25,global,male,athit-other-male,false,37,38,target,0.015199110829529341,hit,2,0.029633477,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
25,global,male,athit-other-male,false,46,31,target,0.015199110829529341,hit,2,0.18796563,late,near,"Q2: [-0.0409083, 1.31435]",0.556663079523296,hit-target,athitother
10,global,male,athit-other-male,false,3,27,target,0.015199110829529341,hit,2,0.06378241,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
10,global,male,athit-other-male,false,4,36,target,0.015199110829529341,hit,2,0.2527253,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
10,global,male,athit-other-male,false,5,32,target,0.015199110829529341,hit,2,0.21858384,late,near,"Q1: [-0.758595, -0.0409083)",-0.487385464085172,hit-target,athitother
10,global,male,athit-other-male,false,7,28,target,0.015199110829529341,hit,2,0.17570367,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
10,global,male,athit-other-male,false,8,37,target,0.015199110829529341,hit,2,0.0043447725,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
10,global,male,athit-other-male,false,10,33,target,0.015199110829529341,hit,2,-0.053407624,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
10,global,male,athit-other-male,false,18,26,target,0.015199110829529341,hit,2,-0.13412997,late,near,"Q1: [-0.758595, -0.0409083)",-0.0426122045759829,hit-target,athitother
10,global,male,athit-other-male,false,23,40,target,0.015199110829529341,hit,2,-0.2979584,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
10,global,male,athit-other-male,false,27,30,target,0.015199110829529341,hit,2,0.12744106,late,far,"Q2: [-0.0409083, 1.31435]",-0.0409083360273392,hit-target,athitother
10,global,male,athit-other-male,false,28,31,target,0.015199110829529341,hit,2,0.14165235,late,near,"Q2: [-0.0409083, 1.31435]",0.556663079523296,hit-target,athitother
10,global,male,athit-other-male,false,33,38,target,0.015199110829529341,hit,2,-0.29545832,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
10,global,male,athit-other-male,false,34,29,target,0.015199110829529341,hit,2,-0.03962699,late,near,"Q1: [-0.758595, -0.0409083)",-0.334057072347336,hit-target,athitother
10,global,male,athit-other-male,false,39,39,target,0.015199110829529341,hit,2,-0.024040326,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
10,global,male,athit-other-male,false,47,34,target,0.015199110829529341,hit,2,0.2700975,late,near,"Q1: [-0.758595, -0.0409083)",-0.515058134813672,hit-target,athitother
29,global,male,athit-other-male,false,2,27,target,0.015199110829529341,hit,2,-0.0025060624,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
29,global,male,athit-other-male,false,15,33,target,0.015199110829529341,hit,2,0.32494456,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
29,global,male,athit-other-male,false,22,31,target,0.015199110829529341,hit,2,0.3024708,late,near,"Q2: [-0.0409083, 1.31435]",0.556663079523296,hit-target,athitother
29,global,male,athit-other-male,false,28,28,target,0.015199110829529341,hit,2,0.13350803,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
29,global,male,athit-other-male,false,34,34,target,0.015199110829529341,hit,2,-0.044582903,late,near,"Q1: [-0.758595, -0.0409083)",-0.515058134813672,hit-target,athitother
29,global,male,athit-other-male,false,35,36,target,0.015199110829529341,hit,2,0.0576579,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
29,global,male,athit-other-male,false,38,39,target,0.015199110829529341,hit,2,0.0077985525,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
29,global,male,athit-other-male,false,44,40,target,0.015199110829529341,hit,2,0.36381727,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
29,global,male,athit-other-male,false,49,29,target,0.015199110829529341,hit,2,-0.04012379,late,near,"Q1: [-0.758595, -0.0409083)",-0.334057072347336,hit-target,athitother
29,global,male,athit-other-male,false,50,37,target,0.015199110829529341,hit,2,0.26073655,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
24,global,male,athit-other-male,false,2,40,target,0.015199110829529341,hit,2,-0.047906782,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
24,global,male,athit-other-male,false,8,34,target,0.015199110829529341,hit,2,-0.06754793,late,near,"Q1: [-0.758595, -0.0409083)",-0.515058134813672,hit-target,athitother
24,global,male,athit-other-male,false,12,31,target,0.015199110829529341,hit,2,0.18263735,late,near,"Q2: [-0.0409083, 1.31435]",0.556663079523296,hit-target,athitother
24,global,male,athit-other-male,false,13,28,target,0.015199110829529341,hit,2,0.3813203,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
24,global,male,athit-other-male,false,14,36,target,0.015199110829529341,hit,2,0.13576478,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
24,global,male,athit-other-male,false,23,26,target,0.015199110829529341,hit,2,0.15984091,late,near,"Q1: [-0.758595, -0.0409083)",-0.0426122045759829,hit-target,athitother
24,global,male,athit-other-male,false,29,33,target,0.015199110829529341,hit,2,0.13827191,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
24,global,male,athit-other-male,false,38,39,target,0.015199110829529341,hit,2,-0.12669623,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
24,global,male,athit-other-male,false,43,27,target,0.015199110829529341,hit,2,0.15224688,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
24,global,male,athit-other-male,false,49,38,target,0.015199110829529341,hit,2,-0.24223086,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
33,global,male,athit-other-male,false,6,28,target,0.015199110829529341,hit,3,0.29065958,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
33,global,male,athit-other-male,false,8,34,target,0.015199110829529341,hit,3,0.014901875,late,near,"Q1: [-0.758595, -0.0409083)",-0.515058134813672,hit-target,athitother
33,global,male,athit-other-male,false,11,30,target,0.015199110829529341,hit,3,0.08317636,late,far,"Q2: [-0.0409083, 1.31435]",-0.0409083360273392,hit-target,athitother
33,global,male,athit-other-male,false,12,29,target,0.015199110829529341,hit,3,0.20584615,late,near,"Q1: [-0.758595, -0.0409083)",-0.334057072347336,hit-target,athitother
33,global,male,athit-other-male,false,21,32,target,0.015199110829529341,hit,3,-0.097029105,late,near,"Q1: [-0.758595, -0.0409083)",-0.487385464085172,hit-target,athitother
33,global,male,athit-other-male,false,23,38,target,0.015199110829529341,hit,3,0.12193533,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
33,global,male,athit-other-male,false,27,36,target,0.015199110829529341,hit,3,0.07599141,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
33,global,male,athit-other-male,false,29,26,target,0.015199110829529341,hit,3,0.10250747,late,near,"Q1: [-0.758595, -0.0409083)",-0.0426122045759829,hit-target,athitother
33,global,male,athit-other-male,false,30,33,target,0.015199110829529341,hit,3,0.42249575,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
33,global,male,athit-other-male,false,33,27,target,0.015199110829529341,hit,3,-0.050821573,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
33,global,male,athit-other-male,false,41,39,target,0.015199110829529341,hit,3,-0.005063683,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
33,global,male,athit-other-male,false,43,37,target,0.015199110829529341,hit,3,0.09462176,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
34,global,male,athit-other-male,false,4,35,target,0.015199110829529341,hit,3,0.04306114,early,far,"Q2: [-0.0409083, 1.31435]",0.0225330540875661,hit-target,athitother
34,global,male,athit-other-male,false,5,39,target,0.015199110829529341,hit,3,-0.12271345,early,near,"Q2: [-0.0409083, 1.31435]",0.358158981310787,hit-target,athitother
34,global,male,athit-other-male,false,10,29,target,0.015199110829529341,hit,3,0.24297345,late,near,"Q1: [-0.758595, -0.0409083)",-0.334057072347336,hit-target,athitother
34,global,male,athit-other-male,false,13,32,target,0.015199110829529341,hit,3,0.13278945,late,near,"Q1: [-0.758595, -0.0409083)",-0.487385464085172,hit-target,athitother
34,global,male,athit-other-male,false,26,36,target,0.015199110829529341,hit,3,0.30855814,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
34,global,male,athit-other-male,false,28,31,target,0.015199110829529341,hit,3,0.27722123,late,near,"Q2: [-0.0409083, 1.31435]",0.556663079523296,hit-target,athitother
34,global,male,athit-other-male,false,31,33,target,0.015199110829529341,hit,3,0.38255724,late,far,"Q1: [-0.758595, -0.0409083)",-0.532264959080369,hit-target,athitother
34,global,male,athit-other-male,false,32,27,target,0.015199110829529341,hit,3,0.07586276,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
34,global,male,athit-other-male,false,43,38,target,0.015199110829529341,hit,3,-0.10758799,early,near,"Q2: [-0.0409083, 1.31435]",0.648401830894195,hit-target,athitother
34,global,male,athit-other-male,false,46,40,target,0.015199110829529341,hit,3,0.099185005,early,near,"Q2: [-0.0409083, 1.31435]",0.328412705960254,hit-target,athitother
34,global,male,athit-other-male,false,47,28,target,0.015199110829529341,hit,3,-0.13225284,late,near,"Q1: [-0.758595, -0.0409083)",-0.405924702798937,hit-target,athitother
34,global,male,athit-other-male,false,48,37,target,0.015199110829529341,hit,3,-0.03272471,early,near,"Q2: [-0.0409083, 1.31435]",0.339585810844978,hit-target,athitother
8,global,male,athit-other-male,false,12,36,target,0.015199110829529341,hit,3,0.12290444,early,near,"Q1: [-0.758595, -0.0409083)",-0.0716042882045906,hit-target,athitother
8,global,male,athit-other-male,false,16,27,target,0.015199110829529341,hit,3,0.09680618,late,far,"Q1: [-0.758595, -0.0409083)",-0.432948496997138,hit-target,athitother
